		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW			Rain	Heat	Cool	In 	In	In 	In 	In 	In Air	Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Bar  	Rain	Rate	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	Samp	Tx 	Recept	Int.
22.08.23	6:45	9.3	9.3	9.0	74	4.9	0.0	---	0.00	0.0	---	9.3	9.2	9.2	1017.1	0.00	0.0	0.094	0.000	13.7	52	4.0	12.7	9.82	1.2258	348	1	100.0	15
22.08.23	7:00	9.6	9.6	9.3	75	5.3	0.4	S	0.40	1.3	S	9.6	9.4	9.4	1017.0	0.00	0.0	0.091	0.000	13.7	52	4.0	12.7	9.82	1.2261	346	1	100.0	15
22.08.23	7:15	10.1	10.1	9.6	73	5.4	0.0	S	0.00	0.9	S	10.1	9.9	9.9	1016.8	0.00	0.0	0.086	0.000	13.6	52	3.9	12.6	9.82	1.2260	346	1	100.0	15
22.08.23	7:30	10.4	10.4	10.1	69	4.9	0.4	WSW	0.40	1.3	WSW	10.4	10.1	10.1	1016.7	0.00	0.0	0.083	0.000	13.6	52	3.9	12.6	9.82	1.2262	347	1	100.0	15
22.08.23	7:45	10.9	10.9	10.4	69	5.5	0.0	WSW	0.00	0.9	WSW	10.9	10.6	10.6	1016.8	0.00	0.0	0.077	0.000	13.6	52	3.9	12.6	9.82	1.2264	347	1	100.0	15
22.08.23	8:00	11.4	11.4	10.9	67	5.5	0.4	WSW	0.40	1.3	WSW	11.4	11.0	11.0	1016.9	0.00	0.0	0.072	0.000	13.6	53	4.1	12.6	9.95	1.2262	351	1	100.0	15
22.08.23	8:15	11.9	11.9	11.4	63	5.1	0.0	SW	0.00	1.3	SW	11.9	11.4	11.4	1016.9	0.00	0.0	0.067	0.000	13.6	53	4.2	12.7	9.95	1.2260	344	1	100.0	15
22.08.23	8:30	12.5	12.5	11.9	57	4.2	0.4	SSW	0.40	0.9	SW	12.5	11.7	11.7	1017.4	0.00	0.0	0.061	0.000	13.9	55	5.0	13.1	10.31	1.2246	346	1	100.0	15
22.08.23	8:45	13.1	13.1	12.5	59	5.3	0.0	SSW	0.00	1.3	SSW	13.1	12.3	12.3	1017.6	0.00	0.0	0.054	0.000	14.7	57	6.2	13.8	10.58	1.2208	346	1	100.0	15
22.08.23	9:00	12.9	13.2	12.9	58	4.9	0.9	ENE	0.80	1.8	ESE	12.9	12.2	12.2	1017.2	0.00	0.0	0.056	0.000	15.3	58	7.1	14.6	10.75	1.2168	351	1	100.0	15
22.08.23	9:15	13.6	13.6	12.9	57	5.2	0.9	W	0.80	3.1	E	13.6	12.7	12.7	1017.2	0.00	0.0	0.050	0.000	15.8	59	7.8	15.1	10.95	1.2144	344	1	100.0	15
22.08.23	9:30	13.4	13.8	13.4	57	5.0	1.8	ENE	1.61	4.0	ENE	13.3	12.6	12.4	1017.2	0.00	0.0	0.052	0.000	16.3	58	8.0	15.6	10.75	1.2120	351	1	100.0	15
22.08.23	9:45	13.8	13.8	13.3	56	5.1	1.8	ENE	1.61	3.6	ENE	13.8	12.9	12.9	1017.2	0.00	0.0	0.047	0.000	16.6	58	8.3	15.9	10.75	1.2104	346	1	100.0	15
22.08.23	10:00	14.2	14.2	13.8	53	4.7	1.3	E	1.21	3.1	E	14.2	13.2	13.2	1017.4	0.00	0.0	0.043	0.000	16.9	57	8.3	16.2	10.60	1.2095	347	1	100.0	15
22.08.23	10:15	14.4	14.4	14.1	56	5.7	0.9	E	0.80	2.2	ENE	14.4	13.6	13.6	1017.4	0.00	0.0	0.041	0.000	17.2	57	8.6	16.4	10.61	1.2081	348	1	100.0	15
22.08.23	10:30	14.8	14.8	14.4	55	5.8	1.3	ENE	1.21	2.2	ENE	14.8	13.9	13.9	1017.3	0.00	0.0	0.037	0.000	17.4	56	8.5	16.7	10.45	1.2071	347	1	100.0	15
22.08.23	10:45	15.1	15.1	14.8	56	6.4	1.3	E	1.21	3.1	E	15.1	14.3	14.3	1017.3	0.00	0.0	0.034	0.000	17.7	57	9.1	17.1	10.63	1.2052	347	1	100.0	15
22.08.23	11:00	14.8	15.2	14.8	54	5.6	1.3	E	1.21	3.6	ESE	14.8	13.8	13.8	1017.2	0.00	0.0	0.037	0.000	18.0	55	8.8	17.3	10.25	1.2042	346	1	100.0	15
22.08.23	11:15	15.3	15.3	14.6	54	6.1	1.3	ESE	1.21	3.1	ESE	15.3	14.4	14.4	1017.2	0.00	0.0	0.031	0.000	18.2	55	9.0	17.6	10.25	1.2031	349	1	100.0	15
22.08.23	11:30	16.2	16.2	15.4	52	6.3	1.3	E	1.21	3.1	E	16.2	15.2	15.2	1017.3	0.00	0.0	0.023	0.000	18.7	54	9.2	18.1	10.12	1.2009	346	1	100.0	15
22.08.23	11:45	16.8	16.8	16.2	49	6.0	1.3	NNE	1.21	3.6	NNE	16.8	15.7	15.7	1017.4	0.00	0.0	0.016	0.000	19.1	54	9.5	18.4	10.10	1.1994	348	1	100.0	15
22.08.23	12:00	17.8	17.8	16.8	47	6.3	0.9	ENE	0.80	2.7	ESE	17.8	16.7	16.7	1017.4	0.00	0.0	0.006	0.000	19.4	53	9.6	18.8	9.91	1.1980	345	1	100.0	15
22.08.23	12:15	17.0	17.8	16.9	49	6.2	1.8	SE	1.61	3.6	E	17.0	15.9	15.9	1017.3	0.00	0.0	0.014	0.000	19.8	53	9.9	19.2	9.90	1.1960	351	1	100.0	15
22.08.23	12:30	17.4	17.5	17.0	47	6.0	2.7	SE	2.41	5.8	SE	17.4	16.3	16.3	1017.3	0.00	0.0	0.009	0.000	20.1	51	9.6	19.4	9.49	1.1951	346	1	100.0	15
22.08.23	12:45	16.4	17.5	16.4	48	5.4	2.2	SE	2.01	5.8	SE	16.4	15.3	15.3	1017.4	0.00	0.0	0.020	0.000	19.8	50	9.1	19.1	9.30	1.1966	350	1	100.0	15
22.08.23	13:00	16.6	16.6	16.2	48	5.5	1.8	E	1.61	5.4	ENE	16.6	15.4	15.4	1017.4	0.00	0.0	0.018	0.000	19.9	50	9.2	19.2	9.29	1.1961	346	1	100.0	15
22.08.23	13:15	16.4	16.6	16.4	48	5.4	2.2	ESE	2.01	5.8	E	16.4	15.3	15.3	1017.7	0.00	0.0	0.020	0.000	20.1	49	9.0	19.3	9.09	1.1961	348	1	100.0	15
22.08.23	13:30	14.9	16.4	14.9	53	5.4	3.6	SE	3.22	7.2	SE	13.9	13.9	12.9	1017.8	0.00	0.0	0.036	0.000	19.6	50	8.9	18.8	9.30	1.1982	345	1	100.0	15
22.08.23	13:45	13.8	14.9	13.8	55	4.9	4.0	SE	3.62	8.9	ESE	12.2	12.9	11.3	1018.0	0.00	0.0	0.047	0.000	19.5	50	8.8	18.7	9.31	1.1989	349	1	100.0	15
22.08.23	14:00	14.1	14.1	13.8	55	5.2	1.3	SE	1.21	4.0	ESE	14.1	13.2	13.2	1018.0	0.00	0.0	0.044	0.000	19.4	50	8.7	18.6	9.31	1.1995	345	1	100.0	15
22.08.23	14:15	14.8	14.9	14.1	51	4.8	1.8	ESE	1.61	4.5	E	14.8	13.8	13.8	1018.0	0.00	0.0	0.036	0.000	19.3	51	8.9	18.6	9.51	1.1995	348	1	100.0	15
22.08.23	14:30	15.2	15.2	14.8	51	5.1	1.8	SE	1.61	4.0	SE	15.2	14.1	14.1	1018.0	0.00	0.0	0.033	0.000	19.3	51	8.9	18.6	9.51	1.1995	348	1	100.0	15
22.08.23	14:45	16.2	16.2	15.2	48	5.2	0.9	E	0.80	3.1	SE	16.2	15.1	15.1	1018.0	0.00	0.0	0.022	0.000	19.6	51	9.2	18.9	9.50	1.1981	345	1	100.0	15
22.08.23	15:00	17.8	17.8	16.2	45	5.7	0.4	NE	0.40	1.8	NE	17.8	16.6	16.6	1017.8	0.00	0.0	0.006	0.000	20.2	50	9.4	19.4	9.28	1.1955	349	1	100.0	15
22.08.23	15:15	17.3	18.1	17.3	45	5.3	1.3	ENE	1.21	4.5	ESE	17.3	16.1	16.1	1017.5	0.00	0.0	0.010	0.000	20.5	49	9.4	19.7	9.07	1.1937	346	1	100.0	15
22.08.23	15:30	17.1	17.5	16.9	46	5.3	1.3	ENE	1.21	3.6	ENE	17.1	15.8	15.8	1017.6	0.00	0.0	0.013	0.000	20.9	50	10.1	20.1	9.26	1.1914	346	1	100.0	15
22.08.23	15:45	16.9	17.3	16.9	47	5.5	2.2	E	2.01	4.9	SSE	16.9	15.7	15.7	1017.7	0.00	0.0	0.015	0.000	21.2	48	9.7	20.1	8.85	1.1910	347	1	100.0	15
22.08.23	16:00	16.6	16.9	16.4	49	5.8	2.2	ESE	2.01	5.4	SSE	16.6	15.5	15.5	1017.9	0.00	0.0	0.018	0.000	21.2	48	9.8	20.2	8.85	1.1909	349	1	100.0	15
22.08.23	16:15	16.2	16.6	16.2	49	5.5	2.2	SE	2.01	5.4	SSE	16.2	15.1	15.1	1018.0	0.00	0.0	0.022	0.000	21.2	46	9.1	20.1	8.65	1.1916	346	1	100.0	15
22.08.23	16:30	16.5	16.7	16.2	48	5.4	2.2	SSE	2.01	5.4	E	16.5	15.3	15.3	1017.9	0.00	0.0	0.019	0.000	21.2	46	9.1	20.1	8.65	1.1915	345	1	100.0	15
22.08.23	16:45	15.3	16.4	15.3	51	5.2	2.7	SE	2.41	5.4	SE	15.1	14.3	14.0	1018.1	0.00	0.0	0.031	0.000	20.8	44	8.1	19.7	8.35	1.1942	346	1	100.0	15
22.08.23	17:00	14.6	15.3	14.6	53	5.1	2.2	SE	2.01	6.3	SSE	14.3	13.6	13.3	1018.5	0.00	0.0	0.039	0.000	20.4	44	7.8	19.3	8.35	1.1966	348	1	100.0	15
22.08.23	17:15	14.4	14.7	14.4	53	5.0	2.2	E	2.01	4.9	ENE	14.2	13.4	13.2	1018.4	0.00	0.0	0.041	0.000	20.2	46	8.2	19.3	8.65	1.1970	342	1	100.0	15
22.08.23	17:30	14.0	14.4	14.0	54	4.8	2.2	ENE	2.01	6.7	ENE	13.7	13.1	12.7	1018.6	0.00	0.0	0.045	0.000	20.2	46	8.2	19.2	8.65	1.1975	350	1	100.0	15
22.08.23	17:45	13.8	13.9	13.7	55	4.9	1.8	NE	1.61	4.9	NE	13.8	12.9	12.9	1018.9	0.00	0.0	0.047	0.000	20.0	46	8.0	19.1	8.65	1.1986	344	1	100.0	15
22.08.23	18:00	13.3	13.8	13.3	59	5.4	3.1	SE	2.82	5.4	SSE	12.4	12.5	11.6	1019.0	0.00	0.0	0.053	0.000	19.5	45	7.2	18.4	8.51	1.2016	347	1	100.0	15
22.08.23	18:15	12.1	13.3	12.0	69	6.5	2.2	SE	2.01	4.9	SE	11.4	11.6	10.9	1019.2	0.25	0.0	0.065	0.000	19.4	46	7.5	18.4	8.65	1.2021	349	1	100.0	15
22.08.23	18:30	11.8	12.0	11.7	73	7.1	1.3	NNE	1.21	2.2	NNE	11.8	11.4	11.4	1019.5	0.00	0.0	0.068	0.000	19.4	48	8.1	18.6	8.91	1.2015	344	1	100.0	15
22.08.23	18:45	11.5	11.8	11.4	68	5.8	1.3	NW	1.21	3.1	WNW	11.5	11.1	11.1	1019.7	0.00	0.0	0.071	0.000	20.2	52	10.0	19.6	9.68	1.1972	350	1	100.0	15
22.08.23	19:00	11.3	11.5	11.3	71	6.2	0.4	NE	0.40	1.8	NE	11.3	10.9	10.9	1019.9	0.00	0.0	0.073	0.000	20.4	51	10.0	19.7	9.47	1.1963	345	1	100.0	15
22.08.23	19:15	11.1	11.3	11.1	74	6.6	0.4	E	0.40	1.3	E	11.1	10.9	10.9	1020.1	0.00	0.0	0.075	0.000	20.4	54	10.8	19.9	10.00	1.1956	347	1	100.0	15
22.08.23	19:30	11.0	11.2	10.9	69	5.5	0.4	E	0.40	1.8	ESE	11.0	10.7	10.7	1020.4	0.00	0.0	0.076	0.000	20.5	53	10.6	19.9	9.87	1.1960	350	1	100.0	15
22.08.23	19:45	10.5	11.1	10.5	75	6.3	0.4	E	0.40	0.9	E	10.5	10.3	10.3	1020.4	0.00	0.0	0.082	0.000	20.4	53	10.5	19.8	9.88	1.1965	344	1	100.0	15
22.08.23	20:00	10.4	10.6	10.3	77	6.5	0.9	E	0.80	1.3	E	10.4	10.3	10.3	1020.6	0.00	0.0	0.083	0.000	20.5	54	10.9	19.9	9.99	1.1959	348	1	100.0	15
22.08.23	20:15	10.1	10.4	10.1	74	5.7	0.4	ESE	0.40	1.3	ESE	10.1	9.9	9.9	1020.6	0.00	0.0	0.086	0.000	20.4	54	10.8	19.9	10.00	1.1963	350	1	100.0	15
22.08.23	20:30	9.9	10.2	9.9	77	6.1	0.4	ESE	0.40	0.9	ESE	9.9	9.9	9.9	1020.8	0.00	0.0	0.087	0.000	20.6	54	10.9	19.9	9.99	1.1959	345	1	100.0	15
22.08.23	20:45	9.6	9.9	9.6	80	6.3	0.0	ESE	0.00	0.9	ESE	9.6	9.6	9.6	1020.7	0.00	0.0	0.091	0.000	20.4	54	10.8	19.9	10.00	1.1964	349	1	100.0	15
22.08.23	21:00	8.8	9.6	8.8	82	5.9	0.0	ESE	0.00	1.3	ESE	8.8	8.7	8.7	1020.9	0.00	0.0	0.100	0.000	20.4	54	10.8	19.9	10.00	1.1966	352	1	100.0	15
22.08.23	21:15	8.8	8.8	8.7	81	5.7	0.0	---	0.00	0.0	---	8.8	8.8	8.8	1020.8	0.00	0.0	0.099	0.000	20.4	54	10.8	19.8	10.00	1.1968	342	1	100.0	15
22.08.23	21:30	9.0	9.1	8.8	81	5.9	0.0	ESE	0.00	0.9	ESE	9.0	8.9	8.9	1020.8	0.00	0.0	0.097	0.000	20.2	54	10.6	19.7	10.01	1.1976	346	1	100.0	15
22.08.23	21:45	8.7	9.1	8.6	82	5.8	0.0	ESE	0.00	0.9	ESE	8.7	8.6	8.6	1020.7	0.00	0.0	0.101	0.000	20.2	55	10.8	19.7	10.18	1.1975	347	1	100.0	15
22.08.23	22:00	8.1	8.6	8.1	82	5.2	0.4	ESE	0.40	1.3	ESE	8.1	8.0	8.0	1020.7	0.00	0.0	0.107	0.000	20.1	55	10.7	19.6	10.19	1.1981	345	1	100.0	15
22.08.23	22:15	7.4	8.1	7.4	83	4.7	0.0	ESE	0.00	0.9	ESE	7.4	7.4	7.4	1020.6	0.00	0.0	0.113	0.000	19.9	55	10.6	19.5	10.19	1.1984	348	1	100.0	15
22.08.23	22:30	7.3	7.4	7.3	84	4.8	0.0	ESE	0.00	0.9	ESE	7.3	7.3	7.3	1020.6	0.00	0.0	0.115	0.000	19.8	55	10.5	19.3	10.20	1.1993	349	1	100.0	15
22.08.23	22:45	6.8	7.3	6.8	84	4.3	0.0	ESE	0.00	1.3	ESE	6.8	6.7	6.7	1020.6	0.00	0.0	0.120	0.000	19.7	55	10.4	19.2	10.20	1.1996	349	1	100.0	15
22.08.23	23:00	6.3	6.8	6.2	86	4.1	0.0	ESE	0.00	1.3	ESE	6.3	6.2	6.2	1020.4	0.00	0.0	0.126	0.000	19.5	54	9.9	18.9	10.07	1.2007	339	1	99.1	15
22.08.23	23:15	6.3	6.4	6.2	85	4.0	0.0	---	0.00	0.0	---	6.3	6.3	6.3	1020.4	0.00	0.0	0.125	0.000	19.2	54	9.6	18.6	10.09	1.2024	352	1	100.0	15
22.08.23	23:30	5.7	6.3	5.7	87	3.7	0.0	---	0.00	0.0	---	5.7	5.6	5.6	1020.3	0.00	0.0	0.132	0.000	18.8	54	9.3	18.2	10.11	1.2040	348	1	100.0	15
22.08.23	23:45	5.4	5.7	5.4	88	3.6	0.0	ESE	0.00	0.9	ESE	5.4	5.4	5.4	1020.3	0.00	0.0	0.134	0.000	18.6	54	9.1	17.8	10.13	1.2054	346	1	100.0	15
23.08.23	00:00	5.2	5.4	5.2	88	3.4	0.0	ESE	0.00	0.4	ESE	5.2	5.2	5.2	1020.3	0.00	0.0	0.137	0.000	18.2	54	8.7	17.4	10.15	1.2072	344	1	100.0	15
23.08.23	0:15	5.2	5.5	5.2	86	3.1	0.4	ESE	0.40	0.9	ESE	5.2	5.1	5.1	1020.3	0.00	0.0	0.137	0.000	17.8	53	8.1	17.0	9.95	1.2091	350	1	100.0	15
23.08.23	0:30	5.2	5.2	4.9	89	3.5	0.4	E	0.40	1.3	ESE	5.2	5.1	5.1	1020.3	0.00	0.0	0.137	0.000	17.4	53	7.8	16.6	9.95	1.2112	347	1	100.0	15
23.08.23	0:45	5.5	5.5	5.2	88	3.7	0.4	E	0.40	0.9	E	5.5	5.4	5.4	1020.3	0.00	0.0	0.134	0.000	17.2	53	7.5	16.3	9.95	1.2125	347	1	100.0	15
23.08.23	1:00	6.0	6.1	5.5	85	3.7	0.0	E	0.00	0.9	E	6.0	5.9	5.9	1020.3	0.00	0.0	0.128	0.000	16.8	53	7.2	15.9	9.95	1.2141	342	1	100.0	15
23.08.23	1:15	5.4	6.1	5.4	85	3.1	0.0	E	0.00	0.9	E	5.4	5.3	5.3	1020.1	0.00	0.0	0.135	0.000	16.6	53	6.9	15.6	9.95	1.2153	349	1	100.0	15
23.08.23	1:30	4.9	5.4	4.8	89	3.2	0.4	E	0.40	1.3	E	4.9	4.8	4.8	1020.1	0.00	0.0	0.140	0.000	16.2	53	6.6	15.3	9.95	1.2169	348	1	100.0	15
23.08.23	1:45	4.4	4.9	4.4	89	2.8	0.4	E	0.40	1.3	E	4.4	4.4	4.4	1020.1	0.00	0.0	0.145	0.000	15.9	53	6.4	14.9	9.95	1.2183	345	1	100.0	15
23.08.23	2:00	4.3	4.5	4.3	89	2.6	0.0	E	0.00	0.9	E	4.3	4.2	4.2	1020.3	0.00	0.0	0.146	0.000	15.7	53	6.1	14.7	9.95	1.2199	345	1	100.0	15
23.08.23	2:15	4.9	4.9	4.3	90	3.4	0.4	E	0.40	1.3	E	4.9	4.9	4.9	1020.2	0.00	0.0	0.139	0.000	15.4	52	5.6	14.4	9.76	1.2214	351	1	100.0	15
23.08.23	2:30	5.3	5.3	4.9	89	3.6	0.4	E	0.40	0.9	E	5.3	5.2	5.2	1020.0	0.00	0.0	0.136	0.000	15.2	52	5.4	14.2	9.76	1.2222	349	1	100.0	15
23.08.23	2:45	5.0	5.3	5.0	87	3.0	0.4	E	0.40	0.9	E	5.0	4.9	4.9	1019.8	0.00	0.0	0.139	0.000	14.9	52	5.2	13.9	9.77	1.2231	343	1	100.0	15
23.08.23	3:00	4.9	5.0	4.8	88	3.1	0.4	E	0.40	1.3	E	4.9	4.8	4.8	1019.9	0.00	0.0	0.140	0.000	14.7	52	5.0	13.7	9.78	1.2243	346	1	100.0	15
23.08.23	3:15	5.3	5.3	4.7	89	3.6	0.9	E	0.80	1.8	NNE	5.3	5.2	5.2	1019.8	0.00	0.0	0.136	0.000	14.5	52	4.8	13.5	9.79	1.2253	346	1	100.0	15
23.08.23	3:30	5.9	5.9	5.3	87	3.9	0.9	NW	0.80	1.8	N	5.9	5.8	5.8	1019.5	0.00	0.0	0.130	0.000	14.3	52	4.5	13.3	9.80	1.2260	350	1	100.0	15
23.08.23	3:45	5.3	6.0	5.3	86	3.2	0.4	NNW	0.40	1.3	NNW	5.3	5.2	5.2	1019.2	0.00	0.0	0.135	0.000	14.1	52	4.3	13.1	9.80	1.2268	344	1	100.0	15
23.08.23	4:00	4.8	5.3	4.8	88	3.0	0.4	NNW	0.40	1.3	NNW	4.8	4.8	4.8	1019.2	0.00	0.0	0.141	0.000	13.8	52	4.1	12.8	9.81	1.2279	350	1	100.0	15
23.08.23	4:15	5.3	5.4	4.8	83	2.7	0.4	NW	0.40	1.3	NNW	5.3	5.2	5.2	1019.4	0.00	0.0	0.135	0.000	13.7	52	4.0	12.7	9.82	1.2289	350	1	100.0	15
23.08.23	4:30	5.8	5.8	5.1	83	3.1	0.4	NW	0.40	1.3	NW	5.8	5.7	5.7	1019.4	0.00	0.0	0.131	0.000	13.4	52	3.8	12.4	9.83	1.2301	343	1	100.0	15
23.08.23	4:45	5.8	5.8	5.7	80	2.6	0.4	NW	0.40	1.3	NW	5.8	5.7	5.7	1019.4	0.00	0.0	0.130	0.000	13.3	52	3.7	12.3	9.83	1.2306	345	1	100.0	15
23.08.23	5:00	6.2	6.2	5.7	80	3.0	0.4	NW	0.40	1.8	NW	6.2	6.1	6.1	1019.3	0.00	0.0	0.126	0.000	13.2	52	3.5	12.2	9.84	1.2313	348	1	100.0	15
23.08.23	5:15	6.2	6.4	6.1	79	2.8	0.4	NNW	0.40	2.2	NW	6.2	6.1	6.1	1019.3	0.00	0.0	0.126	0.000	13.0	52	3.4	12.1	9.84	1.2321	347	1	100.0	15
23.08.23	5:30	6.6	6.7	5.9	79	3.2	0.4	NNE	0.40	2.2	NW	6.6	6.5	6.5	1019.3	0.00	0.0	0.122	0.000	12.9	52	3.3	11.9	9.85	1.2327	342	1	100.0	15
23.08.23	5:45	7.3	7.3	6.5	79	3.9	0.9	NNW	0.80	3.1	WSW	7.3	7.2	7.2	1019.3	0.00	0.0	0.115	0.000	12.7	52	3.1	11.8	9.85	1.2335	350	1	100.0	15
23.08.23	6:00	7.9	7.9	7.3	75	3.7	0.9	NNW	0.80	3.1	W	7.9	7.7	7.7	1019.3	0.00	0.0	0.109	0.000	12.6	52	3.0	11.7	9.84	1.2340	349	1	100.0	15
23.08.23	6:15	7.8	7.9	7.6	73	3.3	0.4	WSW	0.40	2.2	WNW	7.8	7.6	7.6	1019.4	0.00	0.0	0.109	0.000	12.4	52	2.8	11.6	9.84	1.2349	343	1	100.0	15
23.08.23	6:30	7.9	8.4	7.8	73	3.3	0.4	W	0.40	2.7	S	7.9	7.7	7.7	1019.5	0.00	0.0	0.109	0.000	12.3	52	2.7	11.4	9.83	1.2357	349	1	100.0	15
23.08.23	6:45	7.8	7.9	7.4	75	3.6	1.3	NNE	1.21	3.1	WSW	7.3	7.6	7.1	1019.5	0.00	0.0	0.110	0.000	12.3	52	2.7	11.4	9.83	1.2359	349	1	100.0	15
23.08.23	7:00	8.5	8.5	7.8	73	3.9	0.9	WNW	0.80	3.1	WNW	8.5	8.3	8.3	1019.6	0.00	0.0	0.102	0.000	12.2	52	2.6	11.3	9.83	1.2366	344	1	100.0	15
23.08.23	7:15	10.3	10.3	8.4	74	5.8	1.8	NW	1.61	5.4	NW	9.7	10.1	9.6	1019.4	0.00	0.0	0.084	0.000	12.1	52	2.5	11.2	9.83	1.2366	349	1	100.0	15
23.08.23	7:30	12.1	12.1	10.3	68	6.3	2.2	NW	2.01	5.4	WNW	11.4	11.6	10.9	1019.5	0.00	0.0	0.065	0.000	12.1	52	2.5	11.2	9.82	1.2370	345	1	100.0	15
23.08.23	7:45	12.8	12.8	12.0	63	6.0	2.7	WNW	2.41	4.9	WNW	12.1	12.2	11.4	1019.6	0.00	0.0	0.057	0.000	12.1	52	2.5	11.2	9.82	1.2371	349	1	100.0	15
23.08.23	8:00	13.2	13.2	12.7	59	5.4	3.1	W	2.82	5.4	NW	12.3	12.4	11.6	1019.4	0.00	0.0	0.053	0.000	12.2	52	2.6	11.3	9.83	1.2363	348	1	100.0	15
23.08.23	8:15	13.4	13.4	13.2	60	5.8	4.0	WNW	3.62	6.3	WNW	11.7	12.7	11.0	1019.0	0.00	0.0	0.052	0.000	12.3	52	2.7	11.4	9.83	1.2352	346	1	100.0	15
23.08.23	8:30	13.7	13.8	13.3	58	5.5	4.5	WNW	4.02	8.5	WNW	11.7	12.9	10.9	1018.9	0.00	0.0	0.049	0.000	12.4	53	3.1	11.6	9.95	1.2342	345	1	100.0	15
23.08.23	8:45	13.9	14.2	13.6	57	5.6	4.0	WNW	3.62	7.2	W	12.3	13.1	11.5	1018.8	0.00	0.0	0.046	0.000	13.0	55	4.2	12.2	10.34	1.2310	348	1	100.0	15
23.08.23	9:00	14.4	14.5	13.9	56	5.8	4.5	NW	4.02	7.2	WNW	12.6	13.6	11.7	1019.0	0.00	0.0	0.041	0.000	13.5	55	4.6	12.6	10.32	1.2287	348	1	100.0	15
23.08.23	9:15	14.4	14.7	14.3	55	5.5	4.9	WNW	4.43	8.5	WNW	12.2	13.6	11.3	1018.8	0.00	0.0	0.041	0.000	13.9	57	5.6	13.1	10.61	1.2259	348	1	100.0	15
23.08.23	9:30	14.7	14.9	14.4	56	6.0	5.4	NW	4.83	8.0	NW	12.2	13.8	11.3	1019.1	0.00	0.0	0.038	0.000	14.7	59	6.7	13.9	10.95	1.2222	347	1	100.0	15
23.08.23	9:45	14.9	14.9	14.7	54	5.7	5.8	NW	5.23	8.5	WNW	12.2	13.9	11.2	1019.0	0.00	0.0	0.036	0.000	15.3	59	7.4	14.6	10.95	1.2188	348	1	100.0	15
23.08.23	10:00	15.1	15.1	14.8	54	5.8	5.8	NW	5.23	8.9	NW	12.3	14.1	11.4	1018.9	0.00	0.0	0.034	0.000	15.8	59	7.8	15.1	10.95	1.2164	348	1	100.0	15
23.08.23	10:15	15.1	15.3	15.1	54	5.8	6.3	NW	5.63	10.3	WNW	12.2	14.1	11.2	1018.9	0.00	0.0	0.034	0.000	16.1	58	7.8	15.3	10.75	1.2150	348	1	100.0	15
23.08.23	10:30	15.3	15.4	14.9	52	5.5	6.3	NW	5.63	8.9	NW	12.4	14.3	11.4	1018.9	0.00	0.0	0.032	0.000	16.3	57	7.7	15.5	10.58	1.2143	349	1	100.0	15
23.08.23	10:45	16.0	16.1	15.2	51	5.9	5.4	NW	4.83	8.5	NW	13.7	14.9	12.7	1019.0	0.00	0.0	0.024	0.000	16.4	56	7.6	15.6	10.45	1.2138	345	1	100.0	15
23.08.23	11:00	16.1	16.1	15.7	53	6.5	5.8	NW	5.23	9.4	NW	13.6	15.1	12.6	1018.8	0.00	0.0	0.023	0.000	16.8	55	7.7	15.9	10.25	1.2121	350	1	100.0	15
23.08.23	11:15	16.2	16.3	15.9	52	6.3	5.8	WNW	5.23	8.9	WNW	13.7	15.2	12.7	1018.7	0.00	0.0	0.022	0.000	17.1	54	7.7	16.3	10.15	1.2106	344	1	100.0	15
23.08.23	11:30	16.1	16.2	15.8	51	6.0	5.8	WNW	5.23	9.8	W	13.6	15.1	12.5	1018.6	0.00	0.0	0.023	0.000	17.6	54	8.1	16.8	10.15	1.2083	351	1	100.0	15
23.08.23	11:45	16.4	16.6	16.1	48	5.4	5.4	WNW	4.83	8.5	NW	14.2	15.3	13.1	1018.6	0.00	0.0	0.020	0.000	17.8	53	8.1	17.0	9.95	1.2072	342	1	100.0	15
23.08.23	12:00	16.5	16.8	16.4	50	6.0	5.4	WNW	4.83	9.4	NW	14.3	15.4	13.2	1018.5	0.00	0.0	0.019	0.000	17.9	52	7.9	17.1	9.75	1.2068	348	1	100.0	15
23.08.23	12:15	16.9	16.9	16.5	49	6.1	5.4	W	4.83	10.7	WNW	14.8	15.8	13.7	1018.6	0.00	0.0	0.014	0.000	18.0	52	8.0	17.1	9.75	1.2065	345	1	100.0	15
23.08.23	12:30	17.0	17.2	17.0	46	5.3	5.4	WNW	4.83	8.9	NW	14.8	15.8	13.6	1018.7	0.00	0.0	0.014	0.000	18.2	52	8.1	17.3	9.75	1.2058	350	1	100.0	15
23.08.23	12:45	17.3	17.3	16.9	46	5.5	5.4	WNW	4.83	8.0	NW	15.2	16.1	13.9	1018.6	0.00	0.0	0.011	0.000	18.3	51	8.0	17.4	9.55	1.2054	346	1	100.0	15
23.08.23	13:00	17.7	17.9	17.2	46	5.9	4.9	WNW	4.43	9.4	NW	15.9	16.5	14.8	1018.6	0.00	0.0	0.007	0.000	18.5	51	8.2	17.6	9.54	1.2044	350	1	100.0	15
